tvdbId,seriesId,seasonNumber,episodeNumber,absoluteNumber,name,writers,directors,aired,runtime,year,finaleType,overview,image,productionCode,lastUpdated,contentRatings,remoteIds
7679371,194031,10,20,192,Poops!... I Didn't Do It Again,Steven Davis,Chris Song,2020-05-03,21,2020,,Louise must confront her fear of pooping in public on an overnight school trip to the aquarium. Linda enlists the rest of the family to make a video for her parents’ anniversary.,https://artworks.thetvdb.com/banners/series/194031/episodes/5eb0321de0404.jpg,9ASA20,2023-05-18 19:27:15,,IMDB:tt11976654
7679373,194031,10,21,193,Local She-ro,Scott Jacobson,Ryan Mattos,2020-05-10,22,2020,,Linda ends up on the trail of a legendary local singer while showing Tina what's great about their town; Teddy asks Bob for help arguing with a sports radio host.,https://artworks.thetvdb.com/banners/series/194031/episodes/5eb8e770f2d8c.jpg,9ASA21,2023-05-18 19:27:35,,IMDB:tt11976698
7679375,194031,10,22,194,Prank You for Being a Friend,Katie Crown,Tom Riggin,2020-05-17,22,2020,season,"A classmate comes to Louise for lessons in how to get in trouble; Bob reluctantly agrees to bring Jimmy Pesto his hernia medication.
",https://artworks.thetvdb.com/banners/series/194031/episodes/5ec29839a3ec9.jpg,9ASA22,2023-05-18 19:28:01,,IMDB:tt11976736
7812528,194031,11,1,195,Dream a Little Bob of Bob,Dan Fybel,Simon Chong,2020-09-27,22,2020,,Bob goes on an epic quest to find a misplaced lockbox key; Tina attempts to learn a hand-slapping song that everyone can do -- but her.,https://artworks.thetvdb.com/banners/series/194031/episodes/5f78ec8577f44.jpg,AASA01,2023-05-18 19:29:29,TV-PG,IMDB:tt11754086
7812529,194031,11,2,196,Worms of In-Rear-ment,Nora Smith,Chris Song,2020-10-04,22,2020,,Linda's efforts to take her family to the symphony are thwarted by a pinworm epidemic.,https://artworks.thetvdb.com/banners/series/194031/episodes/5f78ed0455a61.jpg,9ASA23,2023-05-18 19:29:46,TV-PG,IMDB:tt13056198
7812530,194031,11,3,197,Copa-Bob-bana,Holly Schlesinger,Ryan Mattos,2020-10-11,22,2020,,Bob agrees to be the temporary chef at the Fischoeders' new nightclub.,https://artworks.thetvdb.com/banners/series/194031/episodes/5f78ed5d69ccf.jpg,AASA02,2023-05-18 19:30:10,TV-PG,IMDB:tt13154390
7812531,194031,11,4,198,Heartbreak Hotel-oween,Rich Rinaldi,Chris Song,2020-11-01,25,2020,,Louise's plan to get revenge on Halloween for a candy transgression hits a snag when the Belcher kids meet a mysterious elderly woman at a hotel.,https://artworks.thetvdb.com/banners/series/194031/episodes/5f78edc26aa28.jpg,AASA04,2023-05-18 19:30:27,TV-PG,IMDB:tt13154408
7812532,194031,11,5,199,Fast Time Capsules at Wagstaff School,Gregory Thompson,Tom Riggin,2020-11-08,25,2020,,"Tina is put in charge of the Wagstaff School time capsule project, but she makes an enemy when she rejects Tammy's submission. Meanwhile, Bob teases Linda over her inability to whistle.

",https://artworks.thetvdb.com/banners/series/194031/episodes/5fa5852a3e2a6.jpg,AASA03,2023-05-18 19:30:55,,IMDB:tt13236022
7812533,194031,11,6,200,"Bob Belcher and the Terrible, Horrible, No Good, Very Bad Kids",Steven Davis,Matthew Long,2020-11-15,25,2020,,"The family must figure out how to keep the restaurant open after Bob's flattop breaks on the morning of the Ocean Avenue Business Association's: Ocean Fest on Ocean Avenue.

",https://artworks.thetvdb.com/banners/series/194031/episodes/5fa585add10e2.jpg,AASA05,2023-05-18 19:31:34,,IMDB:tt13285628
8031974,194031,11,7,201,Diarrhea of a Poopy Kid,Lizzie Molyneux|Wendy Molyneux,Tom Riggin,2020-11-22,25,2020,,"When Gene can't eat Thanksgiving dinner because of a stomach flu, the family tries to cheer him up.

",https://artworks.thetvdb.com/banners/series/194031/episodes/5fa5862f5822b.jpg,AASA08,2023-05-18 19:32:06,,IMDB:tt13369744
8031975,194031,11,8,202,The Terminalator II: Terminals of Endearment,Kelvin Yu,Ryan Mattos,2020-11-29,25,2020,,"When Linda's parents have a layover at an airport nearby, Bob and Linda attempt to turn it into their annual ""visit.""

",https://artworks.thetvdb.com/banners/series/194031/episodes/5fa97f4344d5f.jpg,AASA07,2023-05-18 19:32:30,,IMDB:tt13404582
8031976,194031,11,9,203,Mommy Boy,Jon Schroeder,Simon Chong,2020-12-06,25,2020,,"When Linda joins a women's business group, Gene gets possessive of her time. Meanwhile, Louise and Tina want to learn how to fight.

",https://artworks.thetvdb.com/banners/series/194031/episodes/5fb51eaf9399c.jpg,AASA06,2023-05-18 19:32:50,,IMDB:tt13445148
8056024,194031,11,10,204,Yachty or Nice,Scott Jacobson,Chris Song,2020-12-13,25,2020,,Bob wonders if there’s a catch to the Belchers being invited to cater the Glencrest Yacht Club’s holiday boat parade. Louise has her eye on the Santa Schooner.,https://artworks.thetvdb.com/banners/series/194031/episodes/5fc3e83ac4c85.jpg,AASA09,2023-05-18 19:33:16,,IMDB:tt13502578
8031979,194031,11,11,205,Romancing the Beef,Greg Thompson,Tom Riggin,2021-02-21,25,2021,,"Louise convinces Bob and Linda to cash in on the Valentine's Day dinner business, forcing them to put their plans on hold. Meanwhile, Tina attends Tammy's Anti-Valentine's Day party.",https://artworks.thetvdb.com/banners/series/194031/episodes/602da90db9a4c.jpg,AASA13,2023-05-18 19:34:00,,IMDB:tt13670956
8031980,194031,11,12,206,"Die Card, or Card Trying",Katie Crown,Matthew Long,2021-02-28,25,2021,,"Linda drags Bob and the kids out into nature, determined to take the best holiday family portrait ever.",https://artworks.thetvdb.com/banners/series/194031/episodes/602da920caba6.jpg,AASA10,2023-10-16 20:20:20,,IMDB:tt13671532
8166119,194031,11,13,207,An Incon-Wheelie-ent Truth,Dan Fybel,Simon Chong,2021-03-07,25,2021,,"While on a family trip to the flea market, Bob and Linda are haunted by a lie they told Tina, Gene and Louise about what really happened to their beloved stuffed animal, Wheelie Mammoth.",https://artworks.thetvdb.com/banners/series/194031/episodes/602da9338be28.jpg,AASA11,2023-05-18 19:34:58,,IMDB:tt13671536
8191092,194031,11,14,208,Mr. Lonely Farts,Holly Schlesinger,Ryan Mattos,2021-03-14,25,2021,,"When Linda and Tina go to the shoe store, Gene accidently is left home by himself. Meanwhile, Bob, Louise and Teddy go to buy restaurant equipment from a creepy guy whom Bob found on the internet.",https://artworks.thetvdb.com/banners/series/194031/episodes/60338ea2dd53f.jpg,AASA12,2023-05-18 19:35:26,,IMDB:tt13671538
8197911,194031,11,15,209,Sheshank Redumption,Jon Schroeder,Chris Song,2021-03-21,25,2021,,Linda's new routine of diet and exercise gives her gastrointestinal trouble on the day of parent-teacher-student conferences.,https://artworks.thetvdb.com/banners/series/194031/episodes/603c2eaeab937.jpg,AASA14,2023-05-18 19:36:04,,IMDB:tt14139504
8197927,194031,11,16,210,Y Tu Tina También,Rich Rinaldi,Matthew Long,2021-03-28,25,2021,,"When Tina is forced to listen to Spanish audio lessons in the library to improve her grade, she develops an unexpected crush; Louise and Gene want to dunk Mr. Frond at the Wagstaff Spring Fair.",https://artworks.thetvdb.com/banners/v4/episode/8197927/screencap/604fd86baa280.jpg,AASA15,2023-05-18 19:36:29,,IMDB:tt14140060
8197928,194031,11,17,211,Fingers-loose,Wendy Molyneux|Lizzie Molyneux,Simon Chong,2021-04-11,25,2021,,Tina faces a hall-monitor crisis when she falls in love with a new underground trend; Bob and Linda try to come up with a way for Teddy to sneak food into a movie theatre.,https://artworks.thetvdb.com/banners/v4/episode/8197928/screencap/605a2c861b8b4.jpg,AASA16,2023-05-18 19:36:49,,IMDB:tt14140100
8197929,194031,11,18,212,Some Kind of Fender Benderful,Kelvin Yu,Ryan Mattos,2021-04-18,25,2021,,Bob gets into a four-car fender bender outside the restaurant and finding out who’s at fault proves to be harder than he thought.,https://artworks.thetvdb.com/banners/v4/episode/8197929/screencap/607cc8db57ae6.jpg,,2023-05-18 19:37:38,,IMDB:tt14316804
8260268,194031,11,19,213,Bridge Over Troubled Rudy,Scott Jacobson,Chris Song,2021-05-02,25,2021,,"When Louise finds out that Rudy has a model bridge that explodes, she decides to set out on a sort-of-kind-of-perilous journey, dragging her siblings along for the ride.",https://artworks.thetvdb.com/banners/v4/episode/8260268/screencap/607cc8f33a1b2.jpg,AASA19,2023-05-18 19:38:12,,IMDB:tt14408910
8291173,194031,11,20,214,Steal Magazine-olias,Katie Crown,Matthew Long,2021-05-09,25,2021,,"The Belcher kids get caught up in a game of cat-and-mouse when Dr. Yap comes to the restaurant in search of something that was taken from the waiting room of his office; Bob, Linda and Teddy try to clean a huge bird poop off the restaurant's window.",https://artworks.thetvdb.com/banners/v4/episode/8291173/screencap/6083e1db5be50.jpg,AASA20,2023-05-18 19:38:34,,IMDB:tt14534486
8310528,194031,11,21,215,Tell Me Dumb Thing Good,Dan Fybel,Simon Chong,2021-05-16,25,2021,,"Linda needs the kids' help in fighting for a fun, dumb, local tradition. Meanwhile, Bob is captivated by an online cucumber.

",https://artworks.thetvdb.com/banners/v4/episode/8310528/screencap/609f9cdc5038a.jpg,,2023-05-18 19:38:57,,IMDB:tt14408924
8384379,194031,11,22,216,Vampire Disco Death Dance,Steven Davis,Tom Riggin,2021-05-23,25,2021,season,"After Tina and Bob plan a father-daughter date to see Bob's favorite old campy vampire-sing-along movie, Tina decides to invite her group of friends along, as well. Meanwhile, Linda opens a restaurant for the raccoons in their alley.",https://artworks.thetvdb.com/banners/v4/episode/8384379/screencap/609f9d246ac28.jpg,,2024-11-06 22:32:58,,IMDB:tt14408892
8580172,194031,12,1,217,Manic Pixie Crap Show,Nora Smith,Ryan Mattos,2021-09-26,22,2021,,"Louise must pay a debt to Millie by attending the Pixie Princess Promenade. Meanwhile, a bouquet in the shape of a dog forces Linda to confront her past.",https://artworks.thetvdb.com/banners/v4/episode/8580172/screencap/6151c1afee728.jpg,BOB-1022,2022-08-05 21:48:22,TV-14,IMDB:tt13154522
8665859,194031,12,2,218,Crystal Mess,Holly Schlesinger,Tom Riggin,2021-10-03,22,2021,,"In order to help with anxiety about an upcoming oral report, Mr. Frond lends Tina a crystal that his new girlfriend alleges has special powers. Meanwhile, Bob and Linda buy a box of imperfect produce and try to use it all before it rots.",https://artworks.thetvdb.com/banners/v4/episode/8665859/screencap/615afde325d75.jpg,BOB-1101,2022-08-29 05:52:45,TV-14,IMDB:tt14630416
8732512,194031,12,3,219,The Pumpkinening,Kelvin Yu,Chris Song,2021-10-10,22,2021,,Linda and Gayle must travel to their hometown to face a wrong they committed 27 years ago.,https://artworks.thetvdb.com/banners/v4/episode/8732512/screencap/61648dc8c9f75.jpg,,2022-08-29 05:55:10,TV-PG,IMDB:tt15393594
8732513,194031,12,4,220,Driving Big Dummy,Jon Schroeder,Matthew Long,2021-10-17,22,2021,,"Bob gets roped into a road trip with Teddy. Meanwhile, Linda and the kids compete for the title of Employee of the Day.",https://artworks.thetvdb.com/banners/v4/episode/8732513/screencap/616d6b1bc4e45.jpg,,2023-07-17 21:06:20,TV-PG,IMDB:tt15493860
8787329,194031,12,5,221,Seven-tween Again,Rich Rinaldi,Simon Chong,2021-10-24,22,2021,,Gene has a freak-out about growing up and desperately tries to relive his youth.,https://artworks.thetvdb.com/banners/v4/episode/8787329/screencap/61769f8a79443.jpg,,2023-07-17 21:06:44,TV-PG,IMDB:tt15534592
8787330,194031,12,6,222,"Beach, Please",Scott Jacobson,Ryan Mattos,2021-11-07,22,2021,,"When the Belcher kids participate in a beach clean-up for Wagstaff Volunteer Day, Louise gets drawn into a battle of wits with Mr. Fischoeder. Meanwhile, Teddy surprises Bob and Linda with a new look.",https://artworks.thetvdb.com/banners/v4/episode/8787330/screencap/6188ae71b5670.jpg,,2023-07-17 21:07:04,TV-PG,IMDB:tt15705472
8800239,194031,12,7,223,Loft in Bedslation,Jameel Saleem,Matthew Long,2021-11-14,22,2021,,"Linda and the girls attempt to build a loft bed for Louise in just one day. Meanwhile, Bob and Gene host a group of gamers and their tabletop role-playing game.",https://artworks.thetvdb.com/banners/v4/episode/8800239/screencap/6191eb8c8cacb.jpg,BASA08,2023-07-18 16:43:28,TV-PG,IMDB:tt15730798
8841619,194031,12,8,224,Stuck in the Kitchen with You,Dan Fybel,Tom Riggin,2021-11-21,22,2021,,"When Bob volunteers to cook Thanksgiving dinner for a retirement home, Louise gets stuck helping him on his most intense cooking day of the year. Meanwhile, Gene and Tina try to help Zeke entertain the residents.",https://artworks.thetvdb.com/banners/v4/episode/8841619/screencap/619b1910c0bcb.jpg,BASA06,2023-07-18 21:39:24,TV-PG,IMDB:tt15800520
8841620,194031,12,9,225,FOMO You Didn't,Holly Schlesinger,Simon Chong,2021-11-28,22,2021,,"Susmita offers to help Tina with a photography class assignment, but Tina can't stop thinking about all the fun Tammy, Jocelyn, Zeke and Jimmy Jr. are having ditching class. Meanwhile, a woman who used to live in the Belchers' apartment comes for a visit.",https://artworks.thetvdb.com/banners/v4/episode/8841620/screencap/61a45cf976f88.jpg,BASA09,2023-07-19 10:11:29,TV-PG,IMDB:tt15844528
8859614,194031,12,10,226,Gene's Christmas Break,Katie Crown,Chris Song,2021-12-19,22,2021,,"After Gene breaks his favorite, extremely rare '70s era Christmas record, Tina and Louise join him in the search for another copy. Meanwhile, Teddy wants to do a neighborhood Secret Santa with Bob and Linda.",https://artworks.thetvdb.com/banners/v4/episode/8859614/screencap/61c0806574876.jpg,,2023-07-20 10:54:56,TV-PG,IMDB:tt16091568
8859615,194031,12,11,227,Touch of Eval(uations),Greg Thompson,Ryan Mattos,2022-01-09,22,2022,,"Louise realizes that Mr. Frond's new plan of students evaluating their teachers has shifted the balance of power at school from teacher to kid. Meanwhile, Bob and Linda discover that they don't agree on where they want their final resting place to be.",https://artworks.thetvdb.com/banners/v4/episode/8859615/screencap/61dc33afe4aa4.jpg,BASA10,2023-07-20 10:55:15,TV-PG,IMDB:tt16450480
8979623,194031,12,12,228,Ferry on My Wayward Bob and Linda,Scott Jacobson,Matthew Long,2022-02-27,22,2022,,"Bob and Linda accept a Valentine's Day dinner invitation from the chef of a fancy restaurant on Kingshead Island. Meanwhile, the kids have a scheme to get cheap Valentine's Day candy, but first they'll have to make it past an unusually strict Jen the babysitter.",https://artworks.thetvdb.com/banners/v4/episode/8979623/screencap/621c5b1d90b79.jpg,,2023-07-21 10:56:01,TV-PG,IMDB:tt17058476
8998863,194031,12,13,229,Frigate Me Knot,Rich Rinaldi,Chris Song,2022-03-06,22,2022,,"Linda encourages Teddy to attend a farewell ceremony for the ship on which he served in the Navy, but it means confronting his Navy pals.",https://artworks.thetvdb.com/banners/v4/episode/8998863/screencap/622644162f73d.jpg,BASA12,2023-07-21 10:56:24,TV-PG,IMDB:tt18226944
9026467,194031,12,14,230,Video Killed the Gene-io Star,Jon Schroeder,Tom Riggin,2022-03-13,22,2022,,"Gene begrudgingly agrees to participate in a music video for Courtney. Meanwhile, Teddy and Linda obsess over a mysterious customer at the restaurant.",https://artworks.thetvdb.com/banners/v4/episode/9026467/screencap/622f28de60461.jpg,BASA11,2023-07-21 18:31:20,TV-PG,IMDB:tt18270570
9045234,194031,12,15,231,Ancient Misbehavin,Dan Fybel,Simon Chong,2022-03-20,22,2022,,"After feeling slighted by a teacher during a special Ancient Greece unit, Louise, Millie and Regular Sized Rudy take matters into their own hands to restore justice. Meanwhile, Bob gets a room of his own.",https://artworks.thetvdb.com/banners/v4/episode/9045234/screencap/6238ee8eebd09.jpg,,2023-07-22 20:39:08,TV-PG,IMDB:tt18334500
9045235,194031,12,16,232,Interview with a Pop-pop-pire,Katie Crown,Ryan Mattos,2022-03-27,22,2022,,"Big Bob is coming to dinner so that Tina can interview him for a school project. While the family waits for Pop Pop to arrive, they take turns coming up with their own versions of an infamous tree incident that happened to him in his younger years.",https://artworks.thetvdb.com/banners/v4/episode/9045235/screencap/6241a9f72400b.jpg,,2023-07-22 20:39:35,TV-14,IMDB:tt18394900
9064985,194031,12,17,233,The Spider House Rules,Tom Riggin|Jameel Saleem,Ryan Mattos,2022-04-10,22,2022,,"Louise befriends a house spider and hides it in her room after Linda and Bob tell her to remove it from the apartment. Meanwhile, Bob tries to make a friend outside of the people that come to the restaurant.",https://artworks.thetvdb.com/banners/v4/episode/9064985/screencap/6253fb2233cbd.jpg,,2023-07-23 16:15:58,TV-PG,IMDB:tt18815212
9084139,194031,12,18,234,Clear and Present Ginger,Lizzie Molyneux|Wendy Molyneux,Chris Song,2022-04-24,22,2022,,"Linda has a big day planned when her friend, Ginger, comes to visit. Meanwhile, Bob and the kids help Nat with her Limo competition.",https://artworks.thetvdb.com/banners/v4/episode/9084139/screencap/6266de7163f35.jpg,,2023-07-23 16:16:26,TV-PG,IMDB:tt19268050
9101528,194031,12,19,235,A-Sprout A Boy,Holly Schlesinger,Matthew Long,2022-05-01,22,2022,,"When Gene becomes obsessed with an old handheld game, Bob offers to help with a school project, in hopes of steering his son towards more ""interesting"" pursuits. Meanwhile, Louise and Tina take over a grocery store kiddie ride.",https://artworks.thetvdb.com/banners/v4/episode/9101528/screencap/626fd64013df0.jpg,,2023-07-24 10:26:24,TV-PG,IMDB:tt19268154
9104807,194031,12,20,236,Sauce Side Story,Steven Davis,Simon Chong|Tom Riggin,2022-05-08,22,2022,,"When Louise, Gene and Tina try to track down a lost family recipe for a Mother's Day gift for Linda, first they have to navigate an old family feud.",https://artworks.thetvdb.com/banners/v4/episode/9104807/screencap/62796928e9477.jpg,,2023-07-25 16:34:23,TV-PG,IMDB:tt19268168
9104808,194031,12,21,237,Some Like It Bot Part 1: Eighth Grade Runner,Nora Smith|Loren Bouchard,Simon Chong,2022-05-15,22,2022,,"When Tina's new shirt is ridiculed by Tammy and Jocelyn in a Wagstaff News segment called ""Wow or Weird,"" she turns to her erotic friend-fiction and writes about a futuristic world in which she is a robot.",https://artworks.thetvdb.com/banners/v4/episode/9104808/screencap/62824a3f599d7.jpg,,2023-07-29 10:30:48,TV-PG,IMDB:tt19268192
9104809,194031,12,22,238,Some Like It Bot Part 2: Judge-bot Day,Loren Bouchard|Nora Smith,Ryan Mattos,2022-05-22,22,2022,season,"Tina is on a mission that could get her into a lot of trouble. Then, her family reads her erotic friend fiction, finds out what Tina is up to and tries to stop her.",https://artworks.thetvdb.com/banners/v4/episode/9104809/screencap/628b8647aad0e.jpg,,2023-07-29 10:31:07,TV-PG,IMDB:tt19268216
9202449,194031,13,1,239,"To Bob, or Not to Bob",Lizzie Molyneux|Wendy Molyneux,Chris Song,2022-09-25,22,2022,,"Bob, Linda and the kids help Mr. Fischoeder put on a play to get his brother Felix to confess to a theft. Louise is jealous of Tina's hands.",https://artworks.thetvdb.com/banners/v4/episode/9202449/screencap/6320d9eef2927.jpg,BASA22,2025-10-04 02:15:30,TV-PG|14+,EIDR:10.5240/0F87-78B5-4C1B-5B3F-CE53-E|IMDB:tt13154524|TV Maze:2341174
9344773,194031,13,2,240,The Reeky Lake Show,Rich Rinaldi,Matthew Long,2022-10-02,21,2022,,"The family's Labor Day lake trip takes a turn when the Belchers find themselves trapped in their cabin, hiding from what lurks outside.",https://artworks.thetvdb.com/banners/v4/episode/9344773/screencap/633a63add5cc9.jpg,CASA01,2025-10-04 02:15:49,TV-PG|14+,EIDR:10.5240/E373-745F-A66C-ED64-D336-2|IMDB:tt22037754|TV Maze:2392925
9352207,194031,13,3,241,What About Job?,Lizzie Molyneux|Wendy Molyneux,Tom Riggin,2022-10-09,22,2022,,"A school assignment about careers sends Louise spiraling, trying to imagine what her future might hold.",https://artworks.thetvdb.com/banners/v4/episode/9352207/screencap/633fee26e0b94.jpg,CASA02,2025-10-04 02:16:04,TV-PG|14+,EIDR:10.5240/8DC4-F19D-E452-C81E-93F3-G|IMDB:tt22053394|TV Maze:2394250
9364109,194031,13,4,242,Comet-y of Errors,Dan Fybel,Brian LoSchiavo,2022-10-16,22,2022,,"At a comet watch party, Bob tries to keep Teddy from going off the deep end, looking for signs from the universe. Meanwhile, the kids try to make their comet wishes come true.",https://artworks.thetvdb.com/banners/v4/episode/9364109/screencap/634cdef76329f.jpg,CASA03,2025-10-04 02:16:19,TV-PG|14+,EIDR:10.5240/F999-2B2E-CFF9-72A6-7A39-D|IMDB:tt22246546|TV Maze:2399541
9380364,194031,13,5,243,So You Stink You Can Dance,Jon Schroeder,Ryan Mattos,2022-10-23,22,2022,,Tina cheers Jimmy Junior on at a semi-prestigious dancing seminar while Bob and Linda compete to see who can catch the most home run balls outside of Wonder Wharf Stadium.,https://artworks.thetvdb.com/banners/v4/episode/9380364/screencap/6356487bd30e5.jpg,CASA04,2025-10-04 02:16:33,TV-PG|14+,EIDR:10.5240/AFCB-C7AC-F6A5-9AC6-D9F0-4|IMDB:tt22464980|TV Maze:2410511
9391122,194031,13,6,244,Apple Gore-chard! (But Not Gory),Scott Jacobson,Chris Song,2022-10-30,21,2022,,"Louise suspects there's something sinister afoot during a Halloween field trip to an apple orchard. Meanwhile, Tina and Gene hope to win the school costume parade.",https://artworks.thetvdb.com/banners/v4/episode/9391122/screencap/6356488a3cee8.jpg,CASA05,2025-10-04 02:16:57,TV-PG|14+,EIDR:10.5240/42C7-95E1-A1BE-5CFC-AFE2-Y|IMDB:tt22505414|TV Maze:2411930
9415296,194031,13,7,245,Ready Player Gene,Jameel Saleem,Matthew Long,2022-11-13,21,2022,,"A VR arcade opens next door and Gene spends all his money. Meanwhile, Louise and Tina try to build a menu tower taller than they ever have before.",https://artworks.thetvdb.com/banners/v4/episode/9415296/screencap/6371cbc73d843.jpg,CASA06,2025-10-04 02:17:13,TV-14|14+,EIDR:10.5240/6526-2402-1BBC-5C4A-D997-9|IMDB:tt22689224|TV Maze:2418661
9425246,194031,13,8,246,Putts-giving,Holly Schlesinger|Katie Crown,Tom Riggin,2022-11-20,21,2022,,The Belchers go to a mini golf course on Thanksgiving morning.,https://artworks.thetvdb.com/banners/v4/episode/9425246/screencap/637a042ce7e16.jpg,CASA07,2025-10-04 02:17:28,TV-PG|14+,EIDR:10.5240/CB04-250E-B25F-0FF9-D411-Z|IMDB:tt23055074|TV Maze:2421795
9456641,194031,13,9,247,Show Mama from the Grave,Holly Schlesinger,Brian LoSchiavo,2022-11-27,21,2022,,"Bob takes Linda and the kids to visit his mother's grave, but finding the headstone is harder than he expected. Meanwhile, Teddy makes a grave mistake while doing repairs in the Belcher's house.",https://artworks.thetvdb.com/banners/v4/episode/9456641/screencap/637a043a7b31e.jpg,CASA08,2025-10-04 02:17:38,14+|TV-PG,EIDR:10.5240/1EF9-3C68-27D3-E7AE-E603-C|IMDB:tt23649562|TV Maze:2432713
9456820,194031,13,10,248,The Plight Before Christmas,Loren Bouchard|Kelvin Yu,Chris Song,2022-12-11,21,2022,,Bob and Linda try to attend all three kids' holiday performances at the same time.,https://artworks.thetvdb.com/banners/v4/episode/9456820/screencap/638f7f48d18cc.jpg,CASA10,2025-10-04 02:17:52,14+|TV-PG,EIDR:10.5240/3893-C83F-5AD3-7F87-EF99-G|IMDB:tt23708680|TV Maze:2436429
9491704,194031,13,11,249,Cheaty Cheaty Bang Bang,Steven Davis,Ryan Mattos,2023-01-08,22,2023,,"After a student accuses her of cheating on a test, Tina needs to get back to school to clear her name, but a snow storm traps her and her family at home.",https://artworks.thetvdb.com/banners/v4/episode/9491704/screencap/63bae094c8825.jpg,CASA09,2025-10-04 02:18:05,14+|TV-PG,EIDR:10.5240/D395-AF0E-5677-0CFE-515B-B|IMDB:tt24176418|TV Maze:2453703
9549526,194031,13,12,250,Oh Row You Didn’t,Rich Rinaldi,Matthew Long,2023-02-19,21,2023,,A man trying to row from New Zealand to Nova Scotia visits the restaurant to have a burger and it changes everything.,https://artworks.thetvdb.com/banners/v4/episode/9549526/screencap/63d6d964d3278.jpg,CASA11,2025-10-04 02:18:17,14+|TV-PG,EIDR:10.5240/2E73-E316-F4C8-875D-7479-E|IMDB:tt25828582|TV Maze:2466076
9579119,194031,13,13,251,Stop! Or My Mom Will Sleuth!,Dan Fybel,Tom Riggin,2023-02-26,21,2023,,"When Louise is accused of a theft at school, Linda uses her position as school office volunteer to try and solve the case from the inside.",https://artworks.thetvdb.com/banners/v4/episode/9579119/screencap/63e14131410d9.jpg,CASA12,2025-10-04 02:18:41,14+|TV-PG,EIDR:10.5240/A225-9048-E47B-96DB-7F31-B|IMDB:tt26591158|TV Maze:2488625
9618896,194031,13,14,252,These Boots Are Made for Stalking,Lindsey Stoddart,Brian LoSchiavo,2023-03-05,21,2023,,"When the coolest teens she's ever seen start coming into the restaurant, Tina decides she needs to be just like them. Meanwhile, Gene and Louise get into a battle of wills over stinky socks.",https://artworks.thetvdb.com/banners/v4/episode/9618896/screencap/63ec4e083e735.jpg,CASA13,2025-10-04 02:18:55,14+|TV-PG,EIDR:10.5240/458B-FA20-5F63-654A-D096-J|IMDB:tt26672092|TV Maze:2493457
9641400,194031,13,15,253,The Show (And Tell) Must Go On,Jon Schroeder,Ryan Mattos,2023-03-12,22,2023,,"Louise brings Tina along on a mission to find the perfect item for her last-ever Show and Tell. Meanwhile, Teddy goes overboard trying to impress a date at the restaurant.",https://artworks.thetvdb.com/banners/v4/episode/9641400/screencap/640402d932232.jpg,CASA14,2025-10-04 02:19:37,14+|TV-PG,EIDR:10.5240/EEAC-F311-6B98-3705-8BCF-A|IMDB:tt26862538|TV Maze:2495309
9665637,194031,13,16,254,What a (April) Fool Believes,Gregory Thompson,Matthew Long,2023-03-19,21,2023,,"Mr. Fischoeder challenges Bob to successfully prank him on April Fool's Day, or lose his lease.",https://artworks.thetvdb.com/banners/v4/episode/9665637/screencap/6445aea83daf5.jpg,CASA16,2025-10-04 02:19:58,14+|TV-PG,EIDR:10.5240/67AF-1AB8-8BDF-E7CB-6D56-7|IMDB:tt27003615|TV Maze:2499047
9665638,194031,13,17,255,Crows Encounters of the Bird Kind,Scott Jacobson,Chris Song,2023-03-19,21,2023,,"Tina drags Bob along on a desperate quest to earn her bird-watching badge for ThunderGirls. Meanwhile, Louise and Gene try to keep their new restaurant game a secret from Linda.",https://artworks.thetvdb.com/banners/v4/episode/9665638/screencap/64185b674071c.jpg,CASA15,2025-10-04 02:20:11,14+|TV-PG,EIDR:10.5240/0F34-AE1A-7324-F8B2-1010-1|IMDB:tt27003633|TV Maze:2499049
9692209,194031,13,18,256,Gift Card or Buy Trying,Jameel Saleem,Tom Riggin,2023-04-16,22,2023,,"When a customer leaves a $100 gift card as a tip, Bob, Linda and the kids go on a $20-each shopping spree, and Gene has an awkward run-in with a former friend.",https://artworks.thetvdb.com/banners/v4/episode/9692209/screencap/64398a7180147.jpg,CASA17	,2025-10-04 02:20:31,14+|TV-PG,EIDR:10.5240/C1AA-C6B2-0F18-567A-88D6-4|IMDB:tt27263244|TV Maze:2508599
9709920,194031,13,19,257,Crab-solutely Fabulous,Katie Crown,Brian LoSchiavo,2023-04-23,22,2023,,"The kids become a part of a crustacean-themed wrestling show. Meanwhile, Linda tries to form a 21-day habit.",https://artworks.thetvdb.com/banners/v4/episode/9709920/screencap/642b5e9712147.jpg,,2025-10-04 02:20:43,14+|TV-PG,IMDB:tt27422384
9715237,194031,13,20,258,Radio No You Didn't,Holly Schlesinger,Ryan Mattos,2023-04-30,22,2023,,"Bob tells Linda and the kids the story behind an old, broken radio that used to belong to his grandmother Alice and the part it played in her discovery that a German spy lived in her building.",https://artworks.thetvdb.com/banners/v4/episode/9715237/screencap/64399091a6e7a.jpg,,2025-10-04 02:20:59,14+|TV-PG,EIDR:10.5240/514A-D33D-A370-BF4E-72C2-A|IMDB:tt27425603
